provinsi;tahun;klasifikasi;lpe_tw1;lpe_tw2;lpe_tw3;lpe_tw4;lpe_ctc;kontribusi;pdrb_perkapita;inflasi;pma;pmdn;ekspor_top3;naker_top;ipm;kemiskinan;tpt;gini;interpretasi_ekonomi_riil;rekomendasi_ekonomi_riil
Nusa Tenggara Timur;2013;Daerah Relatif Tertinggal;5.2;5.4;6.3;4.8;5.4;0.6;12.4;8.4;9.9;17.6;-;;61.7;20.2;3.2;0.344;Nusa Tenggara Timur bertumpu pada sektor Pertanian, Administrasi Pemerintahan, dan Jasa Pendidikan. Di sisi lain, terdapat potensi besar pada energi baru terbarukan (tenaga surya dan panas bumi) serta pariwisata eksklusif seperti Labuan Bajo. Namun, beberapa tantangan geografis berupa wilayah kepulauan kering dapat mempengaruhi ketahanan pangan. ;Pembangunan Nusa Tenggara Timur perlu diarahkan pada pemanfaatan potensi energi bersih sebagai sumber pertumbuhan baru, seiring peluang pengembangan pembangkit tenaga surya skala besar.Selain itu, pengolahan hasil laut (rumput laut dan perikanan tangkap) semakin diperkuat. Pemerataan layanan kesehatan dan pendidikan ke wilayah kepulauan juga menjadi kunci untuk menurunkan stunting dan kemiskinan ekstrem, sekaligus memperkuat fondasi pembangunan jangka panjang.
Nusa Tenggara Timur;2014;Daerah Relatif Tertinggal;5.7;4.2;5.1;5.2;5.1;0.6;13.6;7.8;15.1;3.6;-;;62.3;19.6;3.3;0.355;Nusa Tenggara Timur bertumpu pada sektor Pertanian, Administrasi Pemerintahan, dan Jasa Pendidikan. Di sisi lain, terdapat potensi besar pada energi baru terbarukan (tenaga surya dan panas bumi) serta pariwisata eksklusif seperti Labuan Bajo. Namun, beberapa tantangan geografis berupa wilayah kepulauan kering dapat mempengaruhi ketahanan pangan. ;Pembangunan Nusa Tenggara Timur perlu diarahkan pada pemanfaatan potensi energi bersih sebagai sumber pertumbuhan baru, seiring peluang pengembangan pembangkit tenaga surya skala besar.Selain itu, pengolahan hasil laut (rumput laut dan perikanan tangkap) semakin diperkuat. Pemerataan layanan kesehatan dan pendidikan ke wilayah kepulauan juga menjadi kunci untuk menurunkan stunting dan kemiskinan ekstrem, sekaligus memperkuat fondasi pembangunan jangka panjang.
Nusa Tenggara Timur;2015;Daerah Relatif Tertinggal;4.7;4.9;5.1;5.0;4.9;0.7;14.9;4.9;69.9;1295.7;-;;62.7;22.6;3.8;0.348;Nusa Tenggara Timur bertumpu pada sektor Pertanian, Administrasi Pemerintahan, dan Jasa Pendidikan. Di sisi lain, terdapat potensi besar pada energi baru terbarukan (tenaga surya dan panas bumi) serta pariwisata eksklusif seperti Labuan Bajo. Namun, beberapa tantangan geografis berupa wilayah kepulauan kering dapat mempengaruhi ketahanan pangan. ;Pembangunan Nusa Tenggara Timur perlu diarahkan pada pemanfaatan potensi energi bersih sebagai sumber pertumbuhan baru, seiring peluang pengembangan pembangkit tenaga surya skala besar.Selain itu, pengolahan hasil laut (rumput laut dan perikanan tangkap) semakin diperkuat. Pemerataan layanan kesehatan dan pendidikan ke wilayah kepulauan juga menjadi kunci untuk menurunkan stunting dan kemiskinan ekstrem, sekaligus memperkuat fondasi pembangunan jangka panjang.
Nusa Tenggara Timur;2016;Daerah Relatif Tertinggal;4.9;5.4;5.0;5.2;5.1;0.7;16.1;2.5;58.2;822.2;-;;63.1;22.0;3.3;0.362;Nusa Tenggara Timur bertumpu pada sektor Pertanian, Administrasi Pemerintahan, dan Jasa Pendidikan. Di sisi lain, terdapat potensi besar pada energi baru terbarukan (tenaga surya dan panas bumi) serta pariwisata eksklusif seperti Labuan Bajo. Namun, beberapa tantangan geografis berupa wilayah kepulauan kering dapat mempengaruhi ketahanan pangan. ;Pembangunan Nusa Tenggara Timur perlu diarahkan pada pemanfaatan potensi energi bersih sebagai sumber pertumbuhan baru, seiring peluang pengembangan pembangkit tenaga surya skala besar.Selain itu, pengolahan hasil laut (rumput laut dan perikanan tangkap) semakin diperkuat. Pemerataan layanan kesehatan dan pendidikan ke wilayah kepulauan juga menjadi kunci untuk menurunkan stunting dan kemiskinan ekstrem, sekaligus memperkuat fondasi pembangunan jangka panjang.
Nusa Tenggara Timur;2017;Daerah Relatif Tertinggal;4.9;5.3;4.9;5.3;5.1;0.7;17.2;2.0;139.0;1081.9;-;;63.7;21.4;3.3;0.359;Nusa Tenggara Timur bertumpu pada sektor Pertanian, Administrasi Pemerintahan, dan Jasa Pendidikan. Di sisi lain, terdapat potensi besar pada energi baru terbarukan (tenaga surya dan panas bumi) serta pariwisata eksklusif seperti Labuan Bajo. Namun, beberapa tantangan geografis berupa wilayah kepulauan kering dapat mempengaruhi ketahanan pangan. ;Pembangunan Nusa Tenggara Timur perlu diarahkan pada pemanfaatan potensi energi bersih sebagai sumber pertumbuhan baru, seiring peluang pengembangan pembangkit tenaga surya skala besar.Selain itu, pengolahan hasil laut (rumput laut dan perikanan tangkap) semakin diperkuat. Pemerataan layanan kesehatan dan pendidikan ke wilayah kepulauan juga menjadi kunci untuk menurunkan stunting dan kemiskinan ekstrem, sekaligus memperkuat fondasi pembangunan jangka panjang.
Nusa Tenggara Timur;2018;Daerah Relatif Tertinggal;5.0;5.0;5.1;5.3;5.1;0.7;18.4;3.1;100.4;4246.1;-;;64.4;21.0;2.9;0.359;Nusa Tenggara Timur bertumpu pada sektor Pertanian, Administrasi Pemerintahan, dan Jasa Pendidikan. Di sisi lain, terdapat potensi besar pada energi baru terbarukan (tenaga surya dan panas bumi) serta pariwisata eksklusif seperti Labuan Bajo. Namun, beberapa tantangan geografis berupa wilayah kepulauan kering dapat mempengaruhi ketahanan pangan. ;Pembangunan Nusa Tenggara Timur perlu diarahkan pada pemanfaatan potensi energi bersih sebagai sumber pertumbuhan baru, seiring peluang pengembangan pembangkit tenaga surya skala besar.Selain itu, pengolahan hasil laut (rumput laut dan perikanan tangkap) semakin diperkuat. Pemerataan layanan kesehatan dan pendidikan ke wilayah kepulauan juga menjadi kunci untuk menurunkan stunting dan kemiskinan ekstrem, sekaligus memperkuat fondasi pembangunan jangka panjang.
Nusa Tenggara Timur;2019;Daerah Relatif Tertinggal;5.2;6.3;3.9;5.6;5.2;0.7;19.6;1.1;126.8;3752.6;-;;65.2;20.6;3.1;0.355;Nusa Tenggara Timur bertumpu pada sektor Pertanian, Administrasi Pemerintahan, dan Jasa Pendidikan. Di sisi lain, terdapat potensi besar pada energi baru terbarukan (tenaga surya dan panas bumi) serta pariwisata eksklusif seperti Labuan Bajo. Namun, beberapa tantangan geografis berupa wilayah kepulauan kering dapat mempengaruhi ketahanan pangan. ;Pembangunan Nusa Tenggara Timur perlu diarahkan pada pemanfaatan potensi energi bersih sebagai sumber pertumbuhan baru, seiring peluang pengembangan pembangkit tenaga surya skala besar.Selain itu, pengolahan hasil laut (rumput laut dan perikanan tangkap) semakin diperkuat. Pemerataan layanan kesehatan dan pendidikan ke wilayah kepulauan juga menjadi kunci untuk menurunkan stunting dan kemiskinan ekstrem, sekaligus memperkuat fondasi pembangunan jangka panjang.
Nusa Tenggara Timur;2020;Daerah Relatif Tertinggal;3.0;-2.0;-1.7;-2.3;-0.8;0.7;20.1;0.6;81.3;3028.5;-;;66.9;21.2;4.3;0.356;Nusa Tenggara Timur bertumpu pada sektor Pertanian, Administrasi Pemerintahan, dan Jasa Pendidikan. Di sisi lain, terdapat potensi besar pada energi baru terbarukan (tenaga surya dan panas bumi) serta pariwisata eksklusif seperti Labuan Bajo. Namun, beberapa tantangan geografis berupa wilayah kepulauan kering dapat mempengaruhi ketahanan pangan. ;Pembangunan Nusa Tenggara Timur perlu diarahkan pada pemanfaatan potensi energi bersih sebagai sumber pertumbuhan baru, seiring peluang pengembangan pembangkit tenaga surya skala besar.Selain itu, pengolahan hasil laut (rumput laut dan perikanan tangkap) semakin diperkuat. Pemerataan layanan kesehatan dan pendidikan ke wilayah kepulauan juga menjadi kunci untuk menurunkan stunting dan kemiskinan ekstrem, sekaligus memperkuat fondasi pembangunan jangka panjang.
Nusa Tenggara Timur;2021;Daerah Relatif Tertinggal;0.2;4.3;2.4;3.1;2.5;0.7;20.6;1.7;79.0;3742.6;-;;67.0;20.4;3.8;0.339;Nusa Tenggara Timur bertumpu pada sektor Pertanian, Administrasi Pemerintahan, dan Jasa Pendidikan. Di sisi lain, terdapat potensi besar pada energi baru terbarukan (tenaga surya dan panas bumi) serta pariwisata eksklusif seperti Labuan Bajo. Namun, beberapa tantangan geografis berupa wilayah kepulauan kering dapat mempengaruhi ketahanan pangan. ;Pembangunan Nusa Tenggara Timur perlu diarahkan pada pemanfaatan potensi energi bersih sebagai sumber pertumbuhan baru, seiring peluang pengembangan pembangkit tenaga surya skala besar.Selain itu, pengolahan hasil laut (rumput laut dan perikanan tangkap) semakin diperkuat. Pemerataan layanan kesehatan dan pendidikan ke wilayah kepulauan juga menjadi kunci untuk menurunkan stunting dan kemiskinan ekstrem, sekaligus memperkuat fondasi pembangunan jangka panjang.
Nusa Tenggara Timur;2022;Daerah Relatif Tertinggal;2.1;3.2;3.6;3.5;3.1;0.6;21.7;6.7;73.3;3459.3;-;;67.6;20.2;3.5;0.34;Nusa Tenggara Timur bertumpu pada sektor Pertanian, Administrasi Pemerintahan, dan Jasa Pendidikan. Di sisi lain, terdapat potensi besar pada energi baru terbarukan (tenaga surya dan panas bumi) serta pariwisata eksklusif seperti Labuan Bajo. Namun, beberapa tantangan geografis berupa wilayah kepulauan kering dapat mempengaruhi ketahanan pangan. ;Pembangunan Nusa Tenggara Timur perlu diarahkan pada pemanfaatan potensi energi bersih sebagai sumber pertumbuhan baru, seiring peluang pengembangan pembangkit tenaga surya skala besar.Selain itu, pengolahan hasil laut (rumput laut dan perikanan tangkap) semakin diperkuat. Pemerataan layanan kesehatan dan pendidikan ke wilayah kepulauan juga menjadi kunci untuk menurunkan stunting dan kemiskinan ekstrem, sekaligus memperkuat fondasi pembangunan jangka panjang.
Nusa Tenggara Timur;2023;Daerah Relatif Tertinggal;3.7;4.3;1.9;4.1;3.5;0.6;23.1;2.4;124.0;3407.0;-;;68.4;-;3.1;-;Nusa Tenggara Timur bertumpu pada sektor Pertanian, Administrasi Pemerintahan, dan Jasa Pendidikan. Di sisi lain, terdapat potensi besar pada energi baru terbarukan (tenaga surya dan panas bumi) serta pariwisata eksklusif seperti Labuan Bajo. Namun, beberapa tantangan geografis berupa wilayah kepulauan kering dapat mempengaruhi ketahanan pangan. ;Pembangunan Nusa Tenggara Timur perlu diarahkan pada pemanfaatan potensi energi bersih sebagai sumber pertumbuhan baru, seiring peluang pengembangan pembangkit tenaga surya skala besar.Selain itu, pengolahan hasil laut (rumput laut dan perikanan tangkap) semakin diperkuat. Pemerataan layanan kesehatan dan pendidikan ke wilayah kepulauan juga menjadi kunci untuk menurunkan stunting dan kemiskinan ekstrem, sekaligus memperkuat fondasi pembangunan jangka panjang.
Nusa Tenggara Timur;2024;Daerah Relatif Tertinggal;4.2;4.2;3.6;3.6;3.9;0.6;24.3;1.2;106.0;2626.0;-;;69.1;19.0;3.0;0.316;Nusa Tenggara Timur bertumpu pada sektor Pertanian, Administrasi Pemerintahan, dan Jasa Pendidikan. Di sisi lain, terdapat potensi besar pada energi baru terbarukan (tenaga surya dan panas bumi) serta pariwisata eksklusif seperti Labuan Bajo. Namun, beberapa tantangan geografis berupa wilayah kepulauan kering dapat mempengaruhi ketahanan pangan. ;Pembangunan Nusa Tenggara Timur perlu diarahkan pada pemanfaatan potensi energi bersih sebagai sumber pertumbuhan baru, seiring peluang pengembangan pembangkit tenaga surya skala besar.Selain itu, pengolahan hasil laut (rumput laut dan perikanan tangkap) semakin diperkuat. Pemerataan layanan kesehatan dan pendidikan ke wilayah kepulauan juga menjadi kunci untuk menurunkan stunting dan kemiskinan ekstrem, sekaligus memperkuat fondasi pembangunan jangka panjang.
Nusa Tenggara Timur;2025;Daerah Relatif Tertinggal;4.8;5.4;4.9;5.3;5.1;0.6;25.8;2.4;72.0;3705.0;"Perabot, Penerangan Rumah; Garam, Belerang, Kapur; Minyak Atsiri, Kosmetik, Wangi-Wangian";;69.9;17.5;3.3;0.322;Nusa Tenggara Timur bertumpu pada sektor Pertanian, Administrasi Pemerintahan, dan Jasa Pendidikan. Di sisi lain, terdapat potensi besar pada energi baru terbarukan (tenaga surya dan panas bumi) serta pariwisata eksklusif seperti Labuan Bajo. Namun, beberapa tantangan geografis berupa wilayah kepulauan kering dapat mempengaruhi ketahanan pangan. ;Pembangunan Nusa Tenggara Timur perlu diarahkan pada pemanfaatan potensi energi bersih sebagai sumber pertumbuhan baru, seiring peluang pengembangan pembangkit tenaga surya skala besar.Selain itu, pengolahan hasil laut (rumput laut dan perikanan tangkap) semakin diperkuat. Pemerataan layanan kesehatan dan pendidikan ke wilayah kepulauan juga menjadi kunci untuk menurunkan stunting dan kemiskinan ekstrem, sekaligus memperkuat fondasi pembangunan jangka panjang.
Nusa Tenggara Timur;2026;Daerah Relatif Tertinggal;5.3;-;-;-;5.3;-;-;0.0;-;-;-;;-;-;-;-;Nusa Tenggara Timur bertumpu pada sektor Pertanian, Administrasi Pemerintahan, dan Jasa Pendidikan. Di sisi lain, terdapat potensi besar pada energi baru terbarukan (tenaga surya dan panas bumi) serta pariwisata eksklusif seperti Labuan Bajo. Namun, beberapa tantangan geografis berupa wilayah kepulauan kering dapat mempengaruhi ketahanan pangan. ;Pembangunan Nusa Tenggara Timur perlu diarahkan pada pemanfaatan potensi energi bersih sebagai sumber pertumbuhan baru, seiring peluang pengembangan pembangkit tenaga surya skala besar.Selain itu, pengolahan hasil laut (rumput laut dan perikanan tangkap) semakin diperkuat. Pemerataan layanan kesehatan dan pendidikan ke wilayah kepulauan juga menjadi kunci untuk menurunkan stunting dan kemiskinan ekstrem, sekaligus memperkuat fondasi pembangunan jangka panjang.
Kalimantan Barat;2011;Daerah Relatif Tertinggal;1.0;4.7;7.5;8.5;5.5;1.2;21.5;5.2;500.7;1404.0;-;;62.4;-;4.6;0.363;Ekonomi Kalimantan Barat bertumpu pada Pertanian (sawit dan karet) serta Perdagangan, dengan sektor Jasa Kesehatan yang mulai muncul sebagai kekuatan baru. Namun demikian, rendahnya nilai tambah produk industri pengolahan lokal dan isu lingkungan terkait pembukaan lahan gambut serta penambangan emas tanpa izin menjadi tantangan tersendiri.;Arah pengembangan Kalimantan Barat perlu mulai bergeser ke hilirisasi, terutama bauksit seiring pembangunan smelter alumina. Integrasi dengan industri manufaktur turunan juga menjadi kunci peningkatan nilai tambah. Peran Pelabuhan Kijing juga semakin strategis sebagai pintu ekspor langsung ke Tiongkok dan Asia Timur, sehingga rantai distribusi tidak bergantung pada Jawa.
Kalimantan Barat;2012;Daerah Relatif Tertinggal;8.1;7.5;7.1;1.5;5.9;1.2;23.4;6.2;397.5;2811.0;-;;63.4;8.0;3.5;0.395;Ekonomi Kalimantan Barat bertumpu pada Pertanian (sawit dan karet) serta Perdagangan, dengan sektor Jasa Kesehatan yang mulai muncul sebagai kekuatan baru. Namun demikian, rendahnya nilai tambah produk industri pengolahan lokal dan isu lingkungan terkait pembukaan lahan gambut serta penambangan emas tanpa izin menjadi tantangan tersendiri.;Arah pengembangan Kalimantan Barat perlu mulai bergeser ke hilirisasi, terutama bauksit seiring pembangunan smelter alumina. Integrasi dengan industri manufaktur turunan juga menjadi kunci peningkatan nilai tambah. Peran Pelabuhan Kijing juga semakin strategis sebagai pintu ekspor langsung ke Tiongkok dan Asia Timur, sehingga rantai distribusi tidak bergantung pada Jawa.
Kalimantan Barat;2013;Daerah Relatif Tertinggal;7.5;6.3;3.5;7.1;6.1;1.2;25.6;8.9;650.0;2522.1;-;;64.3;8.7;4.0;0.384;Ekonomi Kalimantan Barat bertumpu pada Pertanian (sawit dan karet) serta Perdagangan, dengan sektor Jasa Kesehatan yang mulai muncul sebagai kekuatan baru. Namun demikian, rendahnya nilai tambah produk industri pengolahan lokal dan isu lingkungan terkait pembukaan lahan gambut serta penambangan emas tanpa izin menjadi tantangan tersendiri.;Arah pengembangan Kalimantan Barat perlu mulai bergeser ke hilirisasi, terutama bauksit seiring pembangunan smelter alumina. Integrasi dengan industri manufaktur turunan juga menjadi kunci peningkatan nilai tambah. Peran Pelabuhan Kijing juga semakin strategis sebagai pintu ekspor langsung ke Tiongkok dan Asia Timur, sehingga rantai distribusi tidak bergantung pada Jawa.
Kalimantan Barat;2014;Daerah Relatif Tertinggal;5.8;5.6;4.5;4.3;5.0;1.3;28.1;9.4;966.1;4320.8;-;;64.9;8.1;4.0;0.402;Ekonomi Kalimantan Barat bertumpu pada Pertanian (sawit dan karet) serta Perdagangan, dengan sektor Jasa Kesehatan yang mulai muncul sebagai kekuatan baru. Namun demikian, rendahnya nilai tambah produk industri pengolahan lokal dan isu lingkungan terkait pembukaan lahan gambut serta penambangan emas tanpa izin menjadi tantangan tersendiri.;Arah pengembangan Kalimantan Barat perlu mulai bergeser ke hilirisasi, terutama bauksit seiring pembangunan smelter alumina. Integrasi dengan industri manufaktur turunan juga menjadi kunci peningkatan nilai tambah. Peran Pelabuhan Kijing juga semakin strategis sebagai pintu ekspor langsung ke Tiongkok dan Asia Timur, sehingga rantai distribusi tidak bergantung pada Jawa.
Kalimantan Barat;2015;Daerah Relatif Tertinggal;6.3;4.1;4.6;4.5;4.9;1.3;30.6;5.8;1335.7;6143.5;-;;65.6;8.4;5.1;0.33;Ekonomi Kalimantan Barat bertumpu pada Pertanian (sawit dan karet) serta Perdagangan, dengan sektor Jasa Kesehatan yang mulai muncul sebagai kekuatan baru. Namun demikian, rendahnya nilai tambah produk industri pengolahan lokal dan isu lingkungan terkait pembukaan lahan gambut serta penambangan emas tanpa izin menjadi tantangan tersendiri.;Arah pengembangan Kalimantan Barat perlu mulai bergeser ke hilirisasi, terutama bauksit seiring pembangunan smelter alumina. Integrasi dengan industri manufaktur turunan juga menjadi kunci peningkatan nilai tambah. Peran Pelabuhan Kijing juga semakin strategis sebagai pintu ekspor langsung ke Tiongkok dan Asia Timur, sehingga rantai distribusi tidak bergantung pada Jawa.
Kalimantan Barat;2016;Daerah Relatif Tertinggal;6.3;4.4;6.2;3.9;5.2;1.3;33.2;3.7;630.7;9015.5;-;;65.9;8.0;4.2;0.331;Ekonomi Kalimantan Barat bertumpu pada Pertanian (sawit dan karet) serta Perdagangan, dengan sektor Jasa Kesehatan yang mulai muncul sebagai kekuatan baru. Namun demikian, rendahnya nilai tambah produk industri pengolahan lokal dan isu lingkungan terkait pembukaan lahan gambut serta penambangan emas tanpa izin menjadi tantangan tersendiri.;Arah pengembangan Kalimantan Barat perlu mulai bergeser ke hilirisasi, terutama bauksit seiring pembangunan smelter alumina. Integrasi dengan industri manufaktur turunan juga menjadi kunci peningkatan nilai tambah. Peran Pelabuhan Kijing juga semakin strategis sebagai pintu ekspor langsung ke Tiongkok dan Asia Timur, sehingga rantai distribusi tidak bergantung pada Jawa.
Kalimantan Barat;2017;Daerah Relatif Tertinggal;4.9;4.7;5.2;5.8;5.2;1.3;36.0;4.1;568.4;12380.9;-;;66.3;7.9;4.4;0.329;Ekonomi Kalimantan Barat bertumpu pada Pertanian (sawit dan karet) serta Perdagangan, dengan sektor Jasa Kesehatan yang mulai muncul sebagai kekuatan baru. Namun demikian, rendahnya nilai tambah produk industri pengolahan lokal dan isu lingkungan terkait pembukaan lahan gambut serta penambangan emas tanpa izin menjadi tantangan tersendiri.;Arah pengembangan Kalimantan Barat perlu mulai bergeser ke hilirisasi, terutama bauksit seiring pembangunan smelter alumina. Integrasi dengan industri manufaktur turunan juga menjadi kunci peningkatan nilai tambah. Peran Pelabuhan Kijing juga semakin strategis sebagai pintu ekspor langsung ke Tiongkok dan Asia Timur, sehingga rantai distribusi tidak bergantung pada Jawa.
Kalimantan Barat;2018;Daerah Relatif Tertinggal;5.0;5.3;5.0;5.0;5.1;1.3;38.8;3.8;491.9;6591.4;-;;67.0;7.4;4.2;0.325;Ekonomi Kalimantan Barat bertumpu pada Pertanian (sawit dan karet) serta Perdagangan, dengan sektor Jasa Kesehatan yang mulai muncul sebagai kekuatan baru. Namun demikian, rendahnya nilai tambah produk industri pengolahan lokal dan isu lingkungan terkait pembukaan lahan gambut serta penambangan emas tanpa izin menjadi tantangan tersendiri.;Arah pengembangan Kalimantan Barat perlu mulai bergeser ke hilirisasi, terutama bauksit seiring pembangunan smelter alumina. Integrasi dengan industri manufaktur turunan juga menjadi kunci peningkatan nilai tambah. Peran Pelabuhan Kijing juga semakin strategis sebagai pintu ekspor langsung ke Tiongkok dan Asia Timur, sehingga rantai distribusi tidak bergantung pada Jawa.
Kalimantan Barat;2019;Daerah Relatif Tertinggal;5.1;5.2;5.1;4.9;5.1;1.3;42.0;2.7;532.3;7699.1;-;;67.7;7.3;4.4;0.318;Ekonomi Kalimantan Barat bertumpu pada Pertanian (sawit dan karet) serta Perdagangan, dengan sektor Jasa Kesehatan yang mulai muncul sebagai kekuatan baru. Namun demikian, rendahnya nilai tambah produk industri pengolahan lokal dan isu lingkungan terkait pembukaan lahan gambut serta penambangan emas tanpa izin menjadi tantangan tersendiri.;Arah pengembangan Kalimantan Barat perlu mulai bergeser ke hilirisasi, terutama bauksit seiring pembangunan smelter alumina. Integrasi dengan industri manufaktur turunan juga menjadi kunci peningkatan nilai tambah. Peran Pelabuhan Kijing juga semakin strategis sebagai pintu ekspor langsung ke Tiongkok dan Asia Timur, sehingga rantai distribusi tidak bergantung pada Jawa.
Kalimantan Barat;2020;Daerah Relatif Tertinggal;2.8;-3.5;-4.3;-2.2;-1.8;1.4;39.6;2.5;759.3;9256.5;-;;68.8;7.2;5.8;0.325;Ekonomi Kalimantan Barat bertumpu pada Pertanian (sawit dan karet) serta Perdagangan, dengan sektor Jasa Kesehatan yang mulai muncul sebagai kekuatan baru. Namun demikian, rendahnya nilai tambah produk industri pengolahan lokal dan isu lingkungan terkait pembukaan lahan gambut serta penambangan emas tanpa izin menjadi tantangan tersendiri.;Arah pengembangan Kalimantan Barat perlu mulai bergeser ke hilirisasi, terutama bauksit seiring pembangunan smelter alumina. Integrasi dengan industri manufaktur turunan juga menjadi kunci peningkatan nilai tambah. Peran Pelabuhan Kijing juga semakin strategis sebagai pintu ekspor langsung ke Tiongkok dan Asia Timur, sehingga rantai distribusi tidak bergantung pada Jawa.
Kalimantan Barat;2021;Daerah Relatif Tertinggal;-0.1;10.8;4.7;4.3;4.8;1.4;42.3;1.5;463.4;10773.4;-;;69.0;6.8;5.8;0.315;Ekonomi Kalimantan Barat bertumpu pada Pertanian (sawit dan karet) serta Perdagangan, dengan sektor Jasa Kesehatan yang mulai muncul sebagai kekuatan baru. Namun demikian, rendahnya nilai tambah produk industri pengolahan lokal dan isu lingkungan terkait pembukaan lahan gambut serta penambangan emas tanpa izin menjadi tantangan tersendiri.;Arah pengembangan Kalimantan Barat perlu mulai bergeser ke hilirisasi, terutama bauksit seiring pembangunan smelter alumina. Integrasi dengan industri manufaktur turunan juga menjadi kunci peningkatan nilai tambah. Peran Pelabuhan Kijing juga semakin strategis sebagai pintu ekspor langsung ke Tiongkok dan Asia Timur, sehingga rantai distribusi tidak bergantung pada Jawa.
Kalimantan Barat;2022;Daerah Relatif Tertinggal;4.2;4.6;6.5;5.0;5.1;1.3;46.1;6.3;745.5;9382.9;-;;69.7;6.8;5.1;0.311;Ekonomi Kalimantan Barat bertumpu pada Pertanian (sawit dan karet) serta Perdagangan, dengan sektor Jasa Kesehatan yang mulai muncul sebagai kekuatan baru. Namun demikian, rendahnya nilai tambah produk industri pengolahan lokal dan isu lingkungan terkait pembukaan lahan gambut serta penambangan emas tanpa izin menjadi tantangan tersendiri.;Arah pengembangan Kalimantan Barat perlu mulai bergeser ke hilirisasi, terutama bauksit seiring pembangunan smelter alumina. Integrasi dengan industri manufaktur turunan juga menjadi kunci peningkatan nilai tambah. Peran Pelabuhan Kijing juga semakin strategis sebagai pintu ekspor langsung ke Tiongkok dan Asia Timur, sehingga rantai distribusi tidak bergantung pada Jawa.
Kalimantan Barat;2023;Daerah Relatif Tertinggal;4.6;4.0;4.3;4.9;4.5;1.3;48.8;2.0;490.0;14892.0;-;;70.5;-;5.1;-;Ekonomi Kalimantan Barat bertumpu pada Pertanian (sawit dan karet) serta Perdagangan, dengan sektor Jasa Kesehatan yang mulai muncul sebagai kekuatan baru. Namun demikian, rendahnya nilai tambah produk industri pengolahan lokal dan isu lingkungan terkait pembukaan lahan gambut serta penambangan emas tanpa izin menjadi tantangan tersendiri.;Arah pengembangan Kalimantan Barat perlu mulai bergeser ke hilirisasi, terutama bauksit seiring pembangunan smelter alumina. Integrasi dengan industri manufaktur turunan juga menjadi kunci peningkatan nilai tambah. Peran Pelabuhan Kijing juga semakin strategis sebagai pintu ekspor langsung ke Tiongkok dan Asia Timur, sehingga rantai distribusi tidak bergantung pada Jawa.
Kalimantan Barat;2024;Daerah Relatif Tertinggal;5.0;4.8;4.9;5.0;4.9;1.4;52.7;1.7;616.0;15416.0;-;;71.2;6.3;4.9;0.314;Ekonomi Kalimantan Barat bertumpu pada Pertanian (sawit dan karet) serta Perdagangan, dengan sektor Jasa Kesehatan yang mulai muncul sebagai kekuatan baru. Namun demikian, rendahnya nilai tambah produk industri pengolahan lokal dan isu lingkungan terkait pembukaan lahan gambut serta penambangan emas tanpa izin menjadi tantangan tersendiri.;Arah pengembangan Kalimantan Barat perlu mulai bergeser ke hilirisasi, terutama bauksit seiring pembangunan smelter alumina. Integrasi dengan industri manufaktur turunan juga menjadi kunci peningkatan nilai tambah. Peran Pelabuhan Kijing juga semakin strategis sebagai pintu ekspor langsung ke Tiongkok dan Asia Timur, sehingga rantai distribusi tidak bergantung pada Jawa.
Kalimantan Barat;2025;Daerah Relatif Tertinggal;5.0;5.6;5.3;5.6;5.4;1.4;57.0;1.9;2123.0;17069.0;"Bahan Kimia Anorganik; Lemak dan Minyak Hewan/Nabati; Karet dan Barang dari Karet";;72.1;6.0;4.8;0.308;Ekonomi Kalimantan Barat bertumpu pada Pertanian (sawit dan karet) serta Perdagangan, dengan sektor Jasa Kesehatan yang mulai muncul sebagai kekuatan baru. Namun demikian, rendahnya nilai tambah produk industri pengolahan lokal dan isu lingkungan terkait pembukaan lahan gambut serta penambangan emas tanpa izin menjadi tantangan tersendiri.;Arah pengembangan Kalimantan Barat perlu mulai bergeser ke hilirisasi, terutama bauksit seiring pembangunan smelter alumina. Integrasi dengan industri manufaktur turunan juga menjadi kunci peningkatan nilai tambah. Peran Pelabuhan Kijing juga semakin strategis sebagai pintu ekspor langsung ke Tiongkok dan Asia Timur, sehingga rantai distribusi tidak bergantung pada Jawa.
Kalimantan Barat;2026;Daerah Relatif Tertinggal;6.1;-;-;-;6.1;-;-;0.0;-;-;-;;-;-;-;-;Ekonomi Kalimantan Barat bertumpu pada Pertanian (sawit dan karet) serta Perdagangan, dengan sektor Jasa Kesehatan yang mulai muncul sebagai kekuatan baru. Namun demikian, rendahnya nilai tambah produk industri pengolahan lokal dan isu lingkungan terkait pembukaan lahan gambut serta penambangan emas tanpa izin menjadi tantangan tersendiri.;Arah pengembangan Kalimantan Barat perlu mulai bergeser ke hilirisasi, terutama bauksit seiring pembangunan smelter alumina. Integrasi dengan industri manufaktur turunan juga menjadi kunci peningkatan nilai tambah. Peran Pelabuhan Kijing juga semakin strategis sebagai pintu ekspor langsung ke Tiongkok dan Asia Timur, sehingga rantai distribusi tidak bergantung pada Jawa.
